,ID,taxon,shortname,definition
515,bbo,484906,,babesia bovis t2bo
516,bmic,1133968,,babesia microti ri
517,cpv,353152,crypv,cryptosporidium parvum iowa ii
518,cho,353151,cryho,cryptosporidium hominis tu502
519,tgo,508771,,toxoplasma gondii me49
520,tet,312017,tetth,"tetrahymena thermophila sb210, macronuclear genome"
521,ptm,412030,parte,paramecium tetraurelia d4-2
522,smin,1280413,,breviolum minutum mf 1.05b.01 (symbiodinium minutum mf 1.05b.01)
523,pti,556484,phatr,phaeodactylum tricornutum ccap 1055/1
524,fcy,635003,,fragilariopsis cylindrus ccmp1102
525,tps,296543,thaps,thalassiosira pseudonana ccmp1335
526,ngd,1093141,,nannochloropsis gaditana ccmp526
527,aaf,44056,,aureococcus anophagefferens ccmp1984
528,pif,403677,phyin,phytophthora infestans t30-4
529,psoj,67593,physo,phytophthora sojae
530,spar,695850,sappc,saprolegnia parasitica cbs 223.65
531,ehx,280463,,emiliania huxleyi ccmp1516
532,gtt,905079,,guillardia theta ccmp2712
533,tbr,185431,,trypanosoma brucei brucei treu927
534,tbg,679716,,trypanosoma brucei gambiense dal972
535,tcr,353153,trycr,trypanosoma cruzi cl brener
536,lma,347515,leima,leishmania major friedlin
537,lif,435258,,leishmania infantum jpcm5
538,ldo,5661,,leishmania donovani
539,lmi,929439,,leishmania mexicana mhom/gt/2001/u1103
540,lbz,420245,,leishmania braziliensis mhom/br/75/m2904
541,lpan,5679,,leishmania panamensis mhom/pa/94/psc-1
542,ngr,744533,,naegleria gruberi neg-m
543,tva,412133,triva,trichomonas vaginalis g3
544,gla,184922,giala,giardia lamblia atcc 50803 wb c6
545,eco,511145,ecoli,escherichia coli k-12 mg1655
546,ecj,316407,ecoli,escherichia coli k-12 w3110
547,ecd,316385,ecodh,escherichia coli k-12 dh10b
548,ebw,595496,ecobw,escherichia coli bw2952 (k-12 mc41000 with placmu50 fusion)
549,ecok,1110693,,escherichia coli k-12 mds42
550,ece,155864,ecolx,escherichia coli o157:h7 edl933 (ehec)
551,ecs,386585,eco57,escherichia coli o157:h7 sakai (ehec)
552,ecf,444450,eco5e,escherichia coli o157:h7 ec4115 (ehec)
553,etw,544404,,escherichia coli o157:h7 tw14359 (ehec)
554,elx,741093,,escherichia coli o157:h7 xuzhou21 (ehec)
555,eoi,585396,,escherichia coli o111:h- 11128 (ehec)
556,eoj,573235,,escherichia coli o26:h11 11368 (ehec)
557,eoh,585395,,escherichia coli o103:h2 12009 (ehec)
558,ecoo,1248902,,escherichia coli o145:h28 rm13514 (ehec)
559,ecoh,1248915,,escherichia coli o145:h28 rm13516 (ehec)
560,esl,1133852,,escherichia coli o104:h4 2011c-3493 (eaec)
561,eso,1133853,,escherichia coli o104:h4 2009el-2071 (eaec)
562,esm,1134782,,escherichia coli o104:h4 2009el-2050 (eaec)
563,eck,585055,eco55,escherichia coli 55989 (eaec)
564,ecg,574521,eco27,escherichia coli o127:h6 e2348/69 (epec)
565,eok,701177,,escherichia coli o55:h7 cb9615 (atypical epec)
566,elr,1048689,,escherichia coli o55:h7 rm12579 (epec)
567,elh,316401,,escherichia coli o78:h11:k80 h10407 (etec)
568,ecw,331111,eco24,escherichia coli o139:h28 e24377a (etec)
569,eun,696406,,"escherichia coli umnk88 (etec, porcine)"
570,ecp,362663,ecol5,escherichia coli o6:k15:h31 536 (upec)
571,ena,1033813,,escherichia coli na114 (upec)
572,ecos,941322,,escherichia coli o25b:k100:h4-st131 ec958 (upec)
573,ecv,405955,ecok1,escherichia coli apec o1 (avian pathogenic escherichia coli)
574,ecoa,1274814,,escherichia coli apec o78 (apec)
575,ecx,331112,ecohs,escherichia coli o9 hs (commensal strain)
576,ecm,439855,ecosm,escherichia coli sms-3-5 (environmental isolate)
577,ecy,409438,ecolx,escherichia coli o152:h28 se11 (commensal strain)
578,ecr,585034,eco8a,escherichia coli o8 iai1 (commensal strain)
579,ecq,585397,eco81,escherichia coli o81 d1a (commensal strain)
580,eum,585056,ecolu,escherichia coli o17:k52:h18 umn026 (expec)
581,ect,585057,eco7i,escherichia coli o7:k1 iai39 (expec)
582,eoc,1072459,,escherichia coli o7:k1 ce10
583,ebr,413997,,escherichia coli b rel606
584,ebl,469008,,escherichia coli bl21(de3)
585,ebe,469008,,escherichia coli bl21(de3)
586,ebd,866768,ecolx,escherichia coli bl21-gold(de3)plyss ag
587,eci,364106,ecout,escherichia coli o18:k1:h7 uti89 (upec)
588,eih,714962,,escherichia coli o18:k1:h7 ihe3034 (expec)
589,ecz,585035,eco45,escherichia coli o45:k1:h7 s88 (expec)
590,ecc,199310,ecolx,escherichia coli o6:k2:h1 cft073 (upec)
591,elo,216592,,escherichia coli o44:h18 042 (eaec)
592,eln,685038,,escherichia coli o83:h1 nrg 857c (aiec)
593,ese,431946,,escherichia coli o150:h5 se15 (commensal)
594,ecl,481805,ecolc,escherichia coli atcc 8739
595,eko,595495,,escherichia coli ko11fl
596,ekf,595495,,escherichia coli ko11fl
597,eab,655817,,escherichia coli abu 83972
598,edh,536056,,escherichia coli dh1
599,edj,536056,,escherichia coli dh1
600,elu,869729,,escherichia coli um146
601,elw,566546,,escherichia coli w
602,ell,566546,,escherichia coli w
603,elc,885275,,escherichia coli clone d i14
604,eld,885276,,escherichia coli clone d i2
605,elp,910348,,escherichia coli p12b
606,elf,591946,,escherichia coli lf82
607,ecol,1335916,,escherichia coli ly180
608,ecoi,1382700,,escherichia coli o18:k1 pmv-1 (expec)
609,ecoj,1355100,,escherichia coli jj1886
610,efe,585054,escf3,escherichia fergusonii atcc 35469
611,eal,1440052,,escherichia albertii kf1
612,ema,1499973,,escherichia marmotae ht073016
613,esz,2044467,,escherichia sp. e4742
614,sty,220341,salti,salmonella enterica subsp. enterica serovar typhi ct18 (salmonella typhi ct18)
615,stt,209261,salti,salmonella enterica subsp. enterica serovar typhi ty2
616,sex,1132507,,salmonella enterica subsp. enterica serovar typhi p-stx-12
617,sent,527001,,salmonella enterica subsp. enterica serovar typhi ty21a
618,stm,99287,salty,salmonella enterica subsp. enterica serovar typhimurium lt2 (salmonella typhimurium lt2)
619,seo,588858,,salmonella enterica subsp. enterica serovar typhimurium 14028s
620,sev,568708,,salmonella enterica subsp. enterica serovar typhimurium d23580
621,sey,216597,,salmonella enterica subsp. enterica serovar typhimurium sl1344
622,sem,718274,,salmonella enterica subsp. enterica serovar typhimurium t000240
623,sej,990282,,salmonella enterica subsp. enterica serovar typhimurium uk-1
624,seb,909946,,salmonella enterica subsp. enterica serovar typhimurium st4/74
625,sef,1008297,,salmonella enterica subsp. enterica serovar typhimurium 798
626,setu,1171376,,salmonella enterica subsp. enterica serovar typhimurium u288
627,setc,1271862,,salmonella enterica subsp. enterica serovar typhimurium var. 5- cfsan001921
628,senr,568709,,salmonella enterica subsp. enterica serovar typhimurium dt2
629,send,85569,,salmonella enterica subsp. enterica serovar typhimurium dt104
630,seni,90371,,salmonella enterica subsp. enterica serovar typhimurium 138736
631,seen,866913,,"salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736"
632,spt,295319,salpa,salmonella enterica subsp. enterica serovar paratyphi a atcc 9150
633,sek,554290,salpk,salmonella enterica subsp. enterica serovar paratyphi a aku_12601
634,spq,1016998,salpb,salmonella enterica subsp. enterica serovar paratyphi b spb7
635,sei,476213,salet,salmonella enterica subsp. enterica serovar paratyphi c rks4594
636,sec,321314,salch,salmonella enterica subsp. enterica serovar choleraesuis sc-b67
637,seh,454169,salhs,salmonella enterica subsp. enterica serovar heidelberg sl476
638,shb,1160717,,salmonella enterica subsp. enterica serovar heidelberg b182
639,senh,1271864,,salmonella enterica subsp. enterica serovar heidelberg cfsan002069
640,seeh,1124936,,salmonella enterica subsp. enterica serovar heidelberg 41578
641,see,423368,salns,salmonella enterica subsp. enterica serovar newport sl254
642,senn,877468,,salmonella enterica subsp. enterica serovar newport usmarc-s3124.1
643,sew,439843,salsv,salmonella enterica subsp. enterica serovar schwarzengrund cvm19633
644,sea,454166,sala4,salmonella enterica subsp. enterica serovar agona sl483
645,sens,1406860,,salmonella enterica subsp. enterica serovar agona 24249
646,sed,439851,saldc,salmonella enterica subsp. enterica serovar dublin ct_02021853
647,seg,550538,salg2,salmonella enterica subsp. enterica serovar gallinarum 287/91
648,sel,1081093,,salmonella enterica subsp. enterica serovar gallinarum/pullorum rks5078
649,sega,1225522,,salmonella enterica subsp. enterica serovar gallinarum/pullorum cdc1983-67
650,set,550537,salep,salmonella enterica subsp. enterica serovar enteritidis p125109
651,sena,1412460,,salmonella enterica subsp. enterica serovar enteritidis ec20090135
652,seno,1412459,,salmonella enterica subsp. enterica serovar enteritidis ec20090193
653,senv,1412461,,salmonella enterica subsp. enterica serovar enteritidis ec20090332
654,senq,1412462,,salmonella enterica subsp. enterica serovar enteritidis ec20090531
655,senl,149539,,salmonella enterica subsp. enterica serovar enteritidis olf-se1-1019-1
656,senj,1267753,,salmonella enterica subsp. enterica serovar javiana cfsan001992
657,seec,1271863,,salmonella enterica subsp. enterica serovar cubana cfsan002050
658,seeb,1173427,,salmonella enterica subsp. enterica serovar bareilly cfsan000189
659,seep,1298917,,salmonella enterica subsp. enterica serovar pullorum s06004
660,senb,1320309,,salmonella enterica subsp. enterica serovar bovismorbificans 3114
661,sene,1064551,,salmonella enterica subsp. enterica serovar thompson rm6836
662,senc,1003191,,salmonella enterica subsp. enterica serovar tennessee txsc_txsc08-19
663,ses,41514,salar,"salmonella enterica subsp. arizonae serovar 62:z4,z23:- rsk2980"
664,sbg,218493,,salmonella bongori nctc 12419
665,sbz,1197719,,salmonella bongori n268-08
666,sbv,1382510,,salmonella bongori serovar 48:z41:-- rks3044
667,salz,2500543,,salmonella sp. ssdfz69
668,sfl,198214,shifl,shigella flexneri 301 (serotype 2a)
669,sfx,198215,shifl,shigella flexneri 2457t (serotype 2a)
670,sfv,373384,shif8,shigella flexneri 8401 (serotype 5b)
671,sfe,591020,,shigella flexneri 2002017 (serotype fxv)
672,sfn,1282357,,shigella flexneri 2003036
673,sfs,1282358,,shigella flexneri shi06hn006 (serotype yv)
674,sft,623,,shigella flexneri nctc1 (serotype 2a)
675,ssn,300269,shiss,shigella sonnei ss046
676,sbo,300268,shibs,shigella boydii sb227 (serotype 4)
677,sbc,344609,shib3,shigella boydii cdc 3083-94 (serotype 18)
678,sdy,300267,shids,shigella dysenteriae sd197
679,sdz,754093,,shigella dysenteriae 1617 (serotype 1)
680,shq,1813821,,shigella sp. pamc 28760
681,enc,716541,,enterobacter cloacae subsp. cloacae atcc 13047
682,enl,1104326,,enterobacter cloacae subsp. dissolvens sdm
683,eclg,550,,enterobacter cloacae ggt036
684,ecle,1333850,,enterobacter cloacae ecnih2
685,ecln,550,,enterobacter cloacae ecnih4
686,ecli,550,,enterobacter cloacae ecnih5
687,eclx,1296536,,enterobacter hormaechei subsp. xiangfangensis 34399
688,ecly,299766,,enterobacter hormaechei subsp. steigerwaltii 34977
689,eclz,301105,,enterobacter hormaechei subsp. hormaechei 34983
690,eclo,158836,,enterobacter hormaechei nctc 9394
691,ehm,158836,,enterobacter hormaechei cav1176
692,exf,1296536,,enterobacter hormaechei subsp. xiangfangensis lmg27195
693,ecla,1333851,,enterobacter hormaechei subsp. hoffmannii ecnih3
694,eclc,1333849,,enterobacter hormaechei subsp. hoffmannii ecr091
695,eau,1421338,,enterobacter asburiae l1
696,ekb,208224,,enterobacter kobei dsm 13645
697,eno,208224,,enterobacter kobei enhku01 (enterobacter cloacae subsp. cloacae enhku01)
698,eec,299767,,enterobacter ludwigii ecwsu1 (enterobacter cloacae ecwsu1)
699,elg,299767,,enterobacter ludwigii en-119
700,ecan,69218,,enterobacter cancerogenus cr-eb1
701,ern,1812935,,enterobacter roggenkampii dsm 16690
702,ecls,1812935,,enterobacter roggenkampii 35734
703,echg,2494701,,enterobacter chengduensis wchecl-c4
704,esh,2071710,,enterobacter sichuanensis sgair0282
705,ent,399742,ent38,enterobacter sp. 638
706,eas,885040,,enterobacter soli lf7a
707,enr,1166130,,enterobacter sp. r4-368
708,enx,1560339,,enterobacter sp. e20
709,enf,1692238,,enterobacter sp. fy-07
710,ebg,881260,,enterobacter bugandensis 1367
711,end,1827481,,enterobacter sp. odb01
712,esa,290339,ents8,cronobacter sakazakii atcc baa-894
713,csk,1138308,,cronobacter sakazakii es15
714,csz,956149,,cronobacter sakazakii sp291
715,csj,28141,,cronobacter sakazakii atcc 29544
716,ccon,1073999,,cronobacter condimenti 1330 lmg 26250
717,cdm,1159554,,cronobacter dublinensis subsp. dublinensis lmg 23823
718,csi,413503,,cronobacter malonaticus cmcc45402 (cronobacter sakazakii cmcc 45402)
719,cmj,1159491,,cronobacter malonaticus lmg 23826
720,cui,1074000,,cronobacter universalis nctc 9529
721,cmw,1159613,,cronobacter muytjensii atcc 51329
722,ctu,693216,,cronobacter turicensis z3032
723,kpn,272620,klep7,klebsiella pneumoniae subsp. pneumoniae mgh 78578 (serotype k52)
724,kpu,484021,klepn,klebsiella pneumoniae subsp. pneumoniae ntuh-k2044 (serotype k1)
725,kpm,1125630,,klebsiella pneumoniae subsp. pneumoniae hs11286
726,kpp,1193292,,klebsiella pneumoniae subsp. pneumoniae 1084 (serotype k1)
727,kph,1225181,,klebsiella pneumoniae subsp. pneumoniae kpnih24
728,kpz,1328324,,klebsiella pneumoniae subsp. pneumoniae kpnih27
729,kpv,72407,,klebsiella pneumoniae subsp. pneumoniae kpnih29
730,kpw,72407,,klebsiella pneumoniae subsp. pneumoniae kpnih30
731,kpy,72407,,klebsiella pneumoniae subsp. pneumoniae kpnih31
732,kpg,72407,,klebsiella pneumoniae subsp. pneumoniae kpnih32
733,kpc,1094170,,klebsiella pneumoniae subsp. pneumoniae kpnih10
734,kpq,1328325,,klebsiella pneumoniae subsp. pneumoniae kpr0928
735,kpt,72407,,klebsiella pneumoniae subsp. pneumoniae atcc 43816 kppr1
736,kpo,1049565,,klebsiella pneumoniae kctc 2242
737,kpr,861365,,klebsiella pneumoniae subsp. rhinoscleromatis sb3432
738,kpj,1380908,,klebsiella pneumoniae jm45
739,kpi,1244085,,klebsiella pneumoniae cg43
740,kpa,1420012,,klebsiella pneumoniae 30660/njst258_1
741,kps,1420013,,klebsiella pneumoniae 30684/njst258_2
742,kpx,573,,klebsiella pneumoniae pmk1
743,kpb,573,,klebsiella pneumoniae blandm-1
744,kpne,573,,klebsiella pneumoniae 32192
745,kpnu,573,,klebsiella pneumoniae 34618
746,kpnk,573,,klebsiella pneumoniae kp52.145
747,kva,640131,,klebsiella variicola at-22
748,kpe,244366,klep3,klebsiella variicola 342 (klebsiella pneumoniae 342)
749,kpk,244366,,klebsiella variicola kp5-1 (klebsiella pneumoniae subsp. pneumoniae kp5-1)
750,kvd,244366,,klebsiella variicola dx120e
751,kvq,244366,,klebsiella variicola dsm 15968
752,kox,1006551,,klebsiella michiganensis kctc 1686
753,koe,1191061,,klebsiella michiganensis e718
754,koy,1308980,,klebsiella michiganensis hkopl1
755,kom,1134687,,klebsiella michiganensis m1 (klebsiella oxytoca m1)
756,kmi,1134687,,klebsiella michiganensis rc10
757,kok,1333852,,klebsiella oxytoca konih1
758,koc,571,,klebsiella oxytoca cav1374
759,kqu,1463165,,klebsiella quasipneumoniae atcc 700603
760,eae,1028307,,klebsiella aerogenes kctc 2190 (enterobacter aerogenes kctc 2190)
761,ear,935296,,klebsiella aerogenes ea1509e (enterobacter aerogenes ea1509e)
762,kqv,2026240,,klebsiella quasivariicola kpn1705
763,kll,1905288,,klebsiella sp. ltgpaf-6f
764,klw,2153354,,klebsiella huaxiensis wchkl090001
765,cro,637910,,citrobacter rodentium icc168
766,cko,290338,citk8,citrobacter koseri atcc baa-895
767,cfd,1333848,,citrobacter freundii cfnih1
768,cbra,57706,,citrobacter braakii fdaargos_253
769,cwe,67827,,citrobacter werkmanii fdaargos_364
770,cyo,133448,,citrobacter youngae l6
771,cpot,1639133,,citrobacter portucalensis fdaargos_617
772,cfq,2077147,,citrobacter freundii complex sp. cfnih3
773,cama,1261127,,citrobacter amalonaticus y19
774,caf,35703,,citrobacter amalonaticus fdaargos_165
775,cif,1702170,,citrobacter sp. fdaargos_156
776,cfar,67824,,citrobacter farmeri ausmdu00008141
777,cir,1920110,,citrobacter sp. cfnih10
778,cie,1703250,,citrobacter sp. cre-46 ar_0157
779,cpar,1563222,,citrobacter pasteurii umh17
780,bfl,203907,blofl,"candidatus blochmannia floridanus, endosymbiont of camponotus floridanus (florida carpenter ant)"
781,bpn,291272,blopb,"candidatus blochmannia pennsylvanicus bpen, endosymbiont of camponotus pennsylvanicus (black carpenter ant)"
782,bva,859654,,"candidatus blochmannia vafer bvaf, endosymbiont of camponotus vafer"
783,bchr,1240471,,"candidatus blochmannia chromaiodes 640, endosymbiont of camponotus chromaiodes (red carpenter ant)"
784,ben,1505597,,blochmannia endosymbiont of camponotus (colobopsis) obliquus 757
785,bed,1505596,,blochmannia endosymbiont of polyrhachis (hedomyrma) turneri 675
786,hde,572265,hamd5,"candidatus hamiltonella defensa 5at, endosymbiont of acyrthosiphon pisum"
787,sect,1199245,,secondary endosymbiont of ctenarytaina eucalypti
788,sehc,134287,,secondary endosymbiont of heteropsylla cubana
789,senm,1835721,,secondary endosymbiont of trabutina mannipara trabtm
790,rip,515618,,"candidatus riesia pediculicola usda, endosymbiont of pediculus humanus"
791,rig,1719125,,candidatus riesia sp. gbbu
792,men,903503,,candidatus moranella endobia pcit
793,meo,1234603,,candidatus moranella endobia pcval
794,ebt,630626,,shimwellia blattae dsm 4481 = nbrc 105725
795,ror,1286170,,raoultella ornithinolytica b6
796,ron,54291,,raoultella ornithinolytica s12
797,rpln,575,,raoultella planticola goda
798,rao,2259647,,raoultella sp. x13
799,rtg,577,,raoultella terrigena nctc13098
800,ree,1259973,,raoultella electrica dsm 102253
801,cnt,158822,,cedecea neteri ssmd04
802,cem,158822,,cedecea neteri m006 (cedecea sp. m006)
803,cen,158822,,cedecea neteri nd14a (cedecea sp. nd14a)
804,clap,158823,,cedecea lapagei nctc11466
805,pge,61647,,pluralibacter gergoviae fb2
806,esc,701347,,enterobacter lignolyticus scf1 (enterobacter cloacae scf1)
807,kle,1334193,,enterobacter lignolyticus g5 (klebsiella sp. g5)
808,ksa,1235834,,kosakonia sacchari sp1
809,kor,497725,,kosakonia oryzae ola 51
810,krd,283686,,kosakonia radicincitans gxgl-4a
811,kco,1300165,,kosakonia cowanii jcm 10956 = dsm 18146
812,kot,2492396,,kosakonia sp. cctcc m2018092
813,kpse,1646340,,kosakonia pseudosacchari bda62-3
814,kgo,2774055,,kluyvera genomosp. 3 ydc799
815,kie,61648,,kluyvera intermedia nctc12125
816,kas,51288,,kluyvera ascorbata tp1631
817,icp,476281,,candidatus ishikawaella capsulata mpkobe
818,lax,83655,,leclercia adecarboxylata usda-ars-usmarc-60222
819,lei,1920114,,leclercia sp. lsnih1
820,leh,1920116,,leclercia sp. lsnih3
821,lee,2282309,,leclercia sp. w17
822,ler,2681309,,leclercia sp. 1106151
823,lea,2681307,,leclercia sp. j807
824,laz,61646,,lelliottia amnigena zb04
825,lef,1907578,,lelliottia jeotgali pfl01
826,lni,69220,,lelliottia nimipressuralis sgair0187
827,lew,2153385,,lelliottia sp. wb101
828,buf,2479367,,buttiauxella sp. 3afrm03
829,bage,82977,,buttiauxella agrestis dsm9389
830,sbw,1410383,,candidatus tachikawaea gelatinosa uwtkb
831,den,1778262,,"candidatus doolittlea endobia demhir, endosymbiont of maconellicoccus hirsutus (hibiscus mealybug)"
832,hed,1778263,,"candidatus hoaglandella endobia hetper, endosymbiont of trionymus perrisii"
